-0.20898,0.94092,0.17969
-0.20898,0.94678,0.17725
-0.21875,0.97217,0.17578
-0.19385,0.95459,0.20361
-0.1875,0.96484,0.17432
-0.16211,0.98535,0.19824
-0.14355,0.98389,0.21094
-0.16895,0.98438,0.20215
-0.19189,0.96338,0.18896
-0.22363,0.97754,0.14307
-0.23975,0.98291,0.10938
-0.22119,1.002,0.082031
-0.12744,0.99561,0.091797
-0.035156,0.98682,0.07373
-0.05127,0.89551,0.057129
-0.18652,0.78027,0.054199
-0.33398,0.71729,0.10693
-0.41748,0.78857,0.19287
-0.37744,0.88086,0.27832
-0.27637,0.92188,0.36279
-0.20459,0.96436,0.40479
-0.18262,1.0137,0.43457
-0.1709,1.0703,0.42041
-0.11377,1.0903,0.39502
-0.15674,1.1011,0.28467
-0.21924,1.0391,0.24902
-0.25928,1.0283,0.18408
-0.27441,0.93604,0.15869
-0.32666,0.86816,0.15332
-0.38721,0.86426,0.11621
-0.35791,0.77539,0.13672
-0.3584,0.66748,0.13867
-0.39404,0.68408,0.17041
-0.46436,0.64697,0.12256
-0.41992,0.62305,0.099609
-0.41455,0.40479,0.12939
-0.55127,0.4126,-0.0053711
-0.56104,0.69922,0.01123
-0.55322,0.87744,0.061523
-0.48096,1.0654,0.15381
-0.34277,1.2383,0.29834
-0.25098,1.3311,0.38184
-0.23877,1.2671,0.37354
-0.28516,1.1025,0.3042
-0.37598,0.93896,0.28223
-0.51074,0.83105,0.32031
-0.52881,0.77637,0.4043
-0.4917,0.74023,0.44873
-0.50293,0.71826,0.51807
-0.5127,0.73145,0.55566
-0.47998,0.76709,0.58545
-0.43604,0.82959,0.58154
-0.39551,0.88525,0.59033
-0.40186,0.93896,0.59766
-0.42773,0.95361,0.59521
-0.43652,0.95166,0.59619
-0.44922,0.9668,0.61377
-0.47363,0.97656,0.65234
-0.49805,1.0259,0.70947
-0.49805,1.0747,0.75146
-0.49365,1.1548,0.76514
-0.48096,1.248,0.72656
-0.49854,1.3921,0.68164
-0.479,1.624,0.58105
-0.66406,1.978,0.38428
-0.81055,2.3652,0.21826
-0.75781,2.6421,0.44531
-1.4263,3.2734,-0.58789
-0.93652,3.9893,-1.3203
-0.85986,4.8032,-1.8438
-1.7925,4.6792,-2.3174
-2.1719,4.3452,-2.7642
-2.2759,3.749,-3.1548
-2.376,1.8472,-2.8887
-3.3809,1.9185,-2.6641
-4.8999,2.9019,-2.1763
-6.2705,3.7056,-1.8809
-5.5859,5.0474,-2.9116
-4.6616,5.3696,-2.9106
-6.0918,5.0659,-2.2109
-7.8159,5.6636,-1.1221
-7.6816,6.5923,-0.93018
-6.5386,7.3687,-0.99316
-6.8135,7.8398,-0.58789
-7.3101,7.7925,-0.35791
-7.4883,7.5728,-0.40723
-6.9258,8.1636,-0.71777
-6.2178,8.0396,-0.57666
-5.7974,7.9858,-0.77246
-5.8574,7.9312,-1.2251
-5.4199,8.0273,-1.2549
-4.4575,8.2534,-1.269
-3.8804,8.6362,-1.3916
-3.3369,9.0024,-1.4985
-2.6279,9.1924,-1.5942
-2.0913,9.2314,-1.6509
-1.7568,9.5269,-1.8154
-1.5776,9.54,-2.1499
-1.1099,9.2402,-2.4092
-0.57129,8.3672,-2.5801
-0.42627,7.5796,-2.8589
0.13379,6.936,-3.4814
0.96533,6.3462,-4.4058
2.168,5.52,-5.5513
3.5518,4.5405,-6.958
5.4448,2.6353,-8.1538
6.9624,0.18701,-9.2642
7.8267,-2.4526,-10.541
7.7598,-4.3599,-11.338
7.5127,-5.4946,-11.157
7.2256,-6.3804,-9.8506
6.9092,-7.2192,-7.5957
6.2061,-7.6025,-5.7031
5.0581,-7.5557,-4.1011
3.9385,-7.75,-3.314
3.7534,-7.2534,-2.9263
3.478,-6.4058,-2.3823
3.7925,-5.5215,-1.8828
3.8926,-4.3477,-1.9863
3.5503,-2.9062,-1.9507
-14.78,-4.0659,6.5762
29.736,-31.641,1.6606
-4.7793,-38.037,7.6323
7.5518,-29.883,7.2129
11.953,-12.695,6.9009
1.2651,1.9541,3.8354
0.21045,-1.6265,-0.14502
-0.056641,1.4688,-0.91162
0.77686,-3.6157,-2.0913
0.23486,2.6533,-1.9634
-1.5444,11.193,-3.0825
-4.8745,12.707,-5.9414
-4.9277,9.7583,-6.3506
-5.6699,6.96,-4.7158
-8.5005,4.8022,-3.8198
-8.8862,4.0854,-3.958
-6.6445,3.4766,-3.6611
-3.9561,3.1699,-2.896
-1.9253,3.335,-2.645
-1.5532,3.4561,-2.209
-1.8945,3.5552,-1.5908
-1.9673,3.708,-1.5469
-1.1631,3.9736,-1.5854
-0.22656,4.4302,-1.4546
0.19141,4.9355,-1.2007
0.28125,5.1323,-0.73291
-0.5752,3.9253,-2.7817
