-0.16512,0.014914,0.070307
-0.16085,0.045806,0.06072
-0.15553,0.084156,0.049002
-0.16085,0.12251,0.027697
-0.16299,0.1534,0.0063916
-0.1534,0.22477,-0.0074569
-0.15446,0.3068,-0.035154
-0.17044,0.35686,-0.07883
-0.19707,0.38669,-0.11931
-0.22903,0.38776,-0.15872
-0.25566,0.37497,-0.19814
-0.27697,0.34728,-0.24288
-0.30254,0.3068,-0.29614
-0.31106,0.25779,-0.36965
-0.32278,0.18323,-0.43995
-0.34621,0.13955,-0.48789
-0.36219,0.11611,-0.51133
-0.37071,0.082025,-0.52411
-0.37284,0.057524,-0.52944
-0.3803,0.072438,-0.51985
-0.37923,0.11611,-0.51559
-0.39628,0.16299,-0.52304
-0.41545,0.20133,-0.5305
-0.43995,0.27803,-0.55181
-0.46765,0.35793,-0.58163
-0.51559,0.40693,-0.59974
-0.57311,0.42078,-0.61253
-0.63703,0.40374,-0.62531
-0.69136,0.38882,-0.62744
-0.7574,0.37604,-0.62851
-0.82878,0.33343,-0.62105
-0.8895,0.26525,-0.60081
-0.92571,0.19707,-0.57311
-0.96406,0.16299,-0.5305
-0.98111,0.14275,-0.4783
-0.99815,0.1257,-0.42611
-0.98963,0.1257,-0.34515
-0.95874,0.077764,-0.25886
-0.98004,0.015979,-0.18536
-1.0045,-0.084156,-0.12783
-1.0237,-0.20347,-0.090547
-1.0333,-0.29295,-0.061785
-1.0525,-0.34941,-0.04048
-1.0599,-0.3835,-0.011718
-1.0578,-0.41545,0.022371
-1.0546,-0.46446,0.070307
-1.0599,-0.55074,0.14168
-1.0493,-0.64235,0.22051
-1.0099,-0.69988,0.29934
-0.94382,-0.72864,0.37391
-0.88097,-0.75421,0.44208
-0.81386,-0.78936,0.49854
-0.73397,-0.84156,0.54861
-0.63383,-0.89376,0.59655
-0.53902,-0.94489,0.64662
-0.44208,-1.0109,0.71373
-0.35047,-1.1143,0.78936
-0.24927,-1.2538,0.87991
-0.13955,-1.3955,0.99496
-0.049002,-1.551,1.1345
0.046872,-1.7481,1.289
0.14168,-1.959,1.453
0.23223,-2.1742,1.6299
0.3281,-2.3617,1.8195
0.32064,-2.3393,1.9803
0.36219,-2.432,2.155
0.42078,-2.921,2.3532
0.58483,-3.1564,2.4405
0.97472,-2.6674,2.4735
1.3912,-1.7982,2.4405
1.5766,-1.6778,2.1689
1.9899,-2.7356,2.1316
2.7537,-4.3026,2.449
3.118,-5.8558,2.351
3.3076,-6.9104,1.9217
3.4781,-7.6337,1.4637
3.6187,-8.2803,0.8863
3.7242,-8.4497,0.3771
3.771,-8.079,-0.15553
3.6347,-8.8587,-0.9843
3.4312,-10.675,-1.9569
3.0882,-12.079,-2.8996
2.5705,-12.267,-3.7945
1.9185,-11.791,-4.9023
1.3934,-11.722,-6.2179
0.94169,-11.574,-7.4675
0.5337,-11.106,-8.504
0.12037,-10.877,-9.4105
-0.28975,-10.771,-10.317
-0.61785,-10.779,-11.133
-1.0674,-11.024,-11.805
-1.5233,-11.324,-12.473
-1.9494,-11.293,-13.151
-2.3947,-11.069,-13.808
-2.8315,-10.746,-14.414
-3.2469,-10.212,-14.954
-3.525,-9.3807,-15.478
-3.6816,-8.6191,-16.011
-3.7636,-8.0641,-16.605
-3.7764,-7.492,-17.149
-3.7593,-6.954,-17.66
-3.7412,-6.6004,-18.08
-3.6539,-6.3298,-18.453
-3.4909,-6.0347,-18.726
-3.1926,-5.7162,-18.876
-2.8901,-5.7205,-18.822
-2.6323,-6.1093,-18.513
-2.4469,-6.9391,-17.713
-2.4363,-8.4337,-16.25
-2.546,-10.476,-14.147
-2.5417,-12.141,-11.816
-2.1071,-12.525,-9.6556
-1.2133,-11.566,-7.769
-0.32704,-10.041,-6.0219
0.42184,-8.0353,-4.2781
1.6107,-6.0358,-2.7004
2.6951,-4.178,-1.1207
3.6879,-2.302,0.42184
4.6616,-0.71905,1.9175
5.4275,0.61146,3.2959
6.1945,1.6991,4.4283
7.1234,4.9322,2.9114
1.9665,5.3338,6.3586
1.5627,0.72012,5.697
0.012783,1.9409,4.6797
0.2024,-3.0019,1.9771
-0.15446,-8.8918,0.45167
-0.457,-8.308,2.2605
0.43569,-5.9474,3.7849
0.79682,-0.011718,3.6347
0.56459,5.6576,3.3321
0.13103,9.9442,3.51
0.47617,10.971,3.8957
0.2791,7.166,3.2128
0.32917,2.0538,1.7481
0.87032,-1.7417,0.49322
1.1281,-4.5785,-0.41971
1.1388,-5.99,-1.3092
1.2293,-6.4459,-2.6046
1.0887,-6.1828,-3.8168
0.68816,-5.9847,-4.6893
0.40374,-5.5149,-5.2965
0.18536,-5.0025,-5.7141
-0.061785,-4.9183,-6.0944
-0.3313,-5.0163,-6.562
-0.61998,-5.1346,-7.0393
-0.67644,-5.1346,-7.3514
